GS,MP,FG,FGA,2P,2PA,FT,FTA,DRB,TRB,AST,STL,TOV,PTS
0.0,10.9,1.2,3.7,0.6,1.8,0.6,0.8,0.8,1.0,1.8,0.4,0.8,3.7
9.0,10.7,1.4,3.3,1.0,2.1,0.5,0.8,1.7,2.1,0.2,0.3,0.5,3.7
1.0,8.8,1.3,3.1,0.9,1.8,0.4,0.5,0.8,1.0,1.0,0.3,0.7,3.6
1.0,9.7,1.5,2.3,1.5,2.3,0.6,1.2,1.0,1.7,0.4,0.3,0.4,3.6
1.0,14.2,1.3,3.5,1.0,2.4,0.7,1.0,2.0,2.5,1.9,0.4,0.7,3.6
0.0,14.5,1.2,3.3,0.6,1.4,0.6,0.8,1.1,1.5,0.7,0.3,0.3,3.6
56.0,15.1,1.5,3.6,1.4,3.0,0.5,0.7,2.7,3.9,0.4,0.3,0.6,3.6
0.0,8.5,1.3,3.1,1.1,2.5,0.8,1.2,1.5,2.2,0.2,0.3,0.1,3.6
0.0,7.5,1.0,3.0,1.0,2.5,1.5,2.5,1.0,1.0,1.5,1.5,1.0,3.5
15.0,14.1,1.3,3.5,0.9,1.8,0.4,0.6,1.4,1.7,0.8,0.4,0.8,3.5
4.0,10.4,1.3,2.3,1.3,2.2,0.8,1.1,2.3,3.3,0.8,0.2,0.4,3.4
2.0,14.4,1.3,3.3,0.8,1.8,0.4,0.6,1.3,2.1,0.4,0.4,0.5,3.4
6.0,11.6,1.3,3.6,1.0,2.5,0.3,0.4,1.0,1.1,1.5,0.3,0.6,3.3
3.0,8.3,0.9,2.2,0.7,1.6,0.3,0.3,0.8,1.0,1.1,0.2,0.4,2.2
3.0,21.9,2.8,7.9,1.8,5.3,0.3,0.5,1.4,1.6,2.7,0.7,1.3,6.9
0.0,12.3,1.3,3.4,1.1,2.6,0.6,1.1,1.2,1.3,3.3,0.8,1.4,3.3
0.0,12.1,1.5,3.9,1.2,3.0,0.6,1.3,1.6,1.6,3.3,0.8,1.4,3.9
0.0,12.6,1.0,2.6,1.0,2.0,0.4,0.8,0.6,0.9,3.2,0.8,1.6,2.4
0.0,11.6,1.2,2.6,0.6,1.2,0.4,0.4,1.5,1.8,0.7,0.3,0.2,3.3
0.0,9.4,1.3,2.5,1.1,1.9,0.5,0.7,1.3,2.0,0.6,0.2,0.5,3.3
38.0,14.6,1.4,3.0,1.4,3.0,0.4,0.6,3.6,3.9,1.6,0.7,0.4,3.2
7.0,10.0,1.1,2.3,1.0,2.0,0.8,1.1,2.2,2.9,0.6,0.3,0.3,3.1
6.0,15.4,1.7,3.5,1.4,2.7,0.9,1.2,3.1,4.2,0.5,0.4,0.4,4.6
61.0,17.0,1.3,2.8,1.1,2.2,0.4,0.8,1.5,2.3,0.4,0.6,0.5,3.1
6.0,14.3,1.2,3.8,0.5,1.7,0.2,0.2,1.1,1.3,0.6,0.4,0.4,3.1
7.0,13.7,1.1,2.8,0.5,1.5,0.3,0.3,1.3,1.5,1.6,0.3,0.7,3.0
7.0,15.9,1.3,3.4,0.7,1.8,0.4,0.5,1.5,1.7,1.7,0.4,0.8,3.8
4.0,13.0,1.3,3.2,1.3,3.2,0.4,0.6,1.7,2.7,0.5,0.3,0.5,3.0
0.0,7.3,1.1,2.9,0.7,1.9,0.4,0.5,0.5,0.5,0.4,0.4,0.1,3.0
2.0,12.2,1.0,2.8,0.6,1.4,0.5,0.6,1.5,1.9,0.6,0.5,0.6,2.9
1.0,6.4,1.1,2.0,1.1,2.0,0.6,1.2,0.7,1.4,0.4,0.2,0.4,2.9
44.0,19.0,1.3,3.0,1.3,2.7,0.2,0.2,1.5,1.9,0.9,0.5,0.4,2.9
0.0,6.3,1.1,2.5,1.0,1.4,0.4,0.5,0.1,0.3,0.5,0.8,0.9,2.8
0.0,11.0,1.0,2.4,0.2,1.2,0.0,0.8,1.6,2.0,0.0,0.2,0.6,2.8
0.0,6.3,1.1,2.8,1.1,2.6,0.5,0.8,1.3,2.0,0.0,0.0,0.0,2.8
2.0,7.0,1.3,2.7,1.2,2.4,0.2,0.2,1.1,1.5,0.7,0.1,0.5,2.8
3.0,9.3,0.8,2.4,0.5,1.5,0.8,1.3,0.8,0.9,0.5,0.3,0.5,2.7
3.0,8.9,0.8,2.3,0.6,1.5,0.8,1.2,0.7,0.7,0.5,0.3,0.5,2.6
0.0,13.8,1.0,3.5,0.5,1.8,1.5,1.8,2.3,2.3,0.3,0.5,0.8,4.0
0.0,9.4,1.1,2.3,0.7,1.2,0.2,0.3,1.2,1.2,0.5,0.3,0.2,2.7
0.0,10.2,1.1,3.4,0.9,2.1,0.3,0.5,1.9,2.8,0.4,0.3,0.4,2.7
0.0,8.8,1.0,2.7,0.5,1.0,0.2,0.2,1.0,1.0,0.4,0.4,0.3,2.7
0.0,7.0,0.8,2.0,0.0,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.4,2.6
6.0,11.3,0.9,2.5,0.5,1.3,0.3,0.5,1.2,1.5,0.6,0.5,0.8,2.6
0.0,9.4,1.0,2.3,1.0,2.3,0.6,0.9,2.0,2.7,0.7,0.3,0.4,2.6
0.0,10.0,1.0,2.5,1.0,2.4,0.5,0.7,2.2,2.9,0.6,0.4,0.5,2.6
2.0,6.9,1.0,1.9,0.5,0.8,0.1,0.1,0.8,0.9,0.3,0.2,0.1,2.5
0.0,7.6,1.0,3.1,0.9,2.1,0.4,0.5,0.9,0.9,1.4,0.4,1.1,2.5
2.0,9.3,1.0,2.8,0.8,2.2,0.3,0.5,1.8,2.1,0.6,0.3,0.7,2.5
3.0,13.9,0.9,2.5,0.5,0.9,0.1,0.1,1.3,1.9,2.2,0.9,0.8,2.5
0.0,11.6,1.0,2.6,0.6,1.6,0.2,0.3,1.1,1.2,1.1,0.2,1.0,2.5
0.0,11.7,1.0,2.5,0.6,1.6,0.2,0.4,1.0,1.1,1.3,0.3,1.0,2.5
0.0,11.1,1.0,3.0,0.7,1.7,0.1,0.3,1.6,1.7,0.3,0.0,0.6,2.4
0.0,5.7,0.8,2.5,0.2,0.7,0.3,0.3,0.8,0.9,0.2,0.2,0.0,2.4
2.0,8.4,0.9,1.6,0.7,1.1,0.5,0.7,1.4,1.8,0.1,0.2,0.2,2.4
0.0,7.8,0.7,1.6,0.7,1.5,0.9,1.5,1.1,2.0,0.2,0.3,0.3,2.4
5.0,10.0,0.8,1.9,0.5,0.9,0.7,0.7,1.3,1.5,0.9,0.2,0.6,2.4
1.0,6.4,0.8,1.9,0.6,1.3,0.6,0.8,0.7,1.1,0.3,0.2,0.5,2.4
0.0,4.4,0.8,1.8,0.1,0.3,0.1,0.1,0.5,0.5,0.0,0.0,0.1,2.4
0.0,11.3,0.8,2.3,0.5,0.9,0.5,0.6,1.3,1.4,1.1,0.3,0.7,2.4
0.0,8.4,0.8,1.9,0.2,0.4,0.2,0.2,0.5,0.6,0.3,0.1,0.4,2.3
1.0,7.8,1.0,1.5,0.9,1.4,0.3,0.5,1.0,1.6,0.2,0.4,0.4,2.2
0.0,7.5,1.0,2.3,1.0,2.3,0.2,0.4,1.3,2.0,0.4,0.3,0.5,2.1
4.0,11.8,0.8,1.8,0.8,1.8,0.4,0.6,1.7,2.9,0.9,0.3,0.8,2.1
1.0,6.5,0.7,2.1,0.3,0.6,0.3,0.3,0.4,0.4,0.5,0.1,0.3,2.1
0.0,8.9,0.8,2.5,0.5,1.4,0.4,0.9,1.1,1.4,0.4,0.5,0.3,2.1
0.0,6.8,0.9,2.1,0.9,1.9,0.2,0.2,0.8,1.3,0.2,0.1,0.7,2.0
2.0,5.7,0.7,2.2,0.7,1.9,0.4,0.4,1.3,1.6,0.3,0.1,0.2,1.9
2.0,9.1,0.7,2.4,0.5,1.5,0.2,0.2,1.3,1.5,0.4,0.1,0.5,1.8
0.0,5.3,0.5,0.9,0.5,0.8,0.8,0.9,0.6,0.6,1.4,0.3,0.5,1.8
1.0,7.8,0.7,1.9,0.5,1.2,0.4,0.4,1.5,1.6,0.5,0.3,0.6,1.8
0.0,8.7,0.6,2.0,0.5,1.4,0.7,0.9,1.5,1.8,1.0,0.4,0.5,1.8
0.0,6.3,0.7,1.4,0.7,1.3,0.4,0.4,1.1,1.3,0.3,0.0,0.4,1.8
0.0,8.0,0.7,2.7,0.6,2.0,0.2,0.3,1.0,1.6,0.9,0.2,0.5,1.8
0.0,7.0,0.6,1.6,0.6,1.4,0.3,0.4,1.8,2.0,0.4,0.1,0.1,1.6
0.0,5.9,0.7,1.6,0.7,1.3,0.1,0.3,1.0,1.7,0.4,0.1,0.7,1.6
0.0,9.0,0.4,2.0,0.2,1.2,0.6,0.8,0.6,0.8,0.8,0.0,0.2,1.6
0.0,3.0,0.3,0.8,0.2,0.5,0.7,0.8,0.0,0.0,0.2,0.2,0.3,1.5
0.0,4.4,0.4,1.4,0.3,0.7,0.5,0.5,0.9,1.2,0.0,0.3,0.2,1.5
0.0,4.4,0.5,1.5,0.4,1.1,0.5,0.9,0.5,0.6,0.7,0.3,0.5,1.5
0.0,4.7,0.6,1.4,0.4,0.9,0.2,0.2,0.3,0.7,0.3,0.1,0.0,1.4
0.0,5.8,0.8,2.0,0.7,1.3,0.3,0.3,0.3,0.8,0.3,0.2,0.0,2.2
0.0,3.6,0.6,1.2,0.6,1.0,0.2,0.5,0.7,0.9,0.2,0.1,0.4,1.3
0.0,5.4,0.4,1.6,0.4,1.0,0.4,0.4,0.2,0.2,0.2,0.2,0.6,1.2
0.0,3.5,0.4,1.6,0.3,0.8,0.3,0.3,0.3,0.3,0.1,0.0,0.3,1.2
0.0,4.2,0.4,1.4,0.2,0.8,0.1,0.1,0.6,0.9,0.3,0.1,0.3,1.1
0.0,6.9,0.4,1.2,0.2,0.3,0.0,0.1,0.8,0.9,0.3,0.2,0.2,1.0
0.0,4.4,0.2,0.9,0.1,0.4,0.2,0.6,0.5,0.7,0.1,0.3,0.2,0.9
81.0,34.6,10.2,24.0,7.7,16.8,8.8,10.4,9.0,10.7,10.4,1.6,5.4,31.6
81.0,36.4,8.3,18.9,5.1,9.6,9.2,10.9,7.0,8.1,11.2,1.5,5.7,29.1
76.0,33.8,9.0,19.4,5.8,10.9,7.8,8.5,2.1,2.7,5.9,0.9,2.8,28.9
75.0,36.1,10.3,20.3,9.7,18.6,6.9,8.6,9.5,11.8,2.1,1.3,2.4,28.0
74.0,35.4,9.7,20.9,9.3,19.2,7.4,8.7,4.3,5.2,3.9,1.1,2.4,27.3
72.0,34.2,9.0,19.9,7.2,14.8,7.2,9.3,8.9,11.0,4.6,1.4,3.7,27.0
55.0,34.4,9.2,20.3,7.5,15.5,7.7,10.0,8.5,10.6,4.8,1.4,3.8,27.8
17.0,33.8,8.4,18.5,6.2,12.8,5.5,7.1,10.2,12.4,3.9,1.5,3.6,24.4
75.0,35.9,8.8,19.8,6.0,12.1,6.5,7.3,4.3,4.9,5.9,0.9,2.6,27.0
74.0,37.8,9.9,18.2,8.3,13.5,4.8,7.2,7.3,8.6,8.7,1.2,4.1,26.4
74.0,33.4,8.6,17.7,6.6,12.5,6.3,7.2,4.7,5.8,3.5,1.8,2.1,25.5
79.0,33.4,8.5,18.3,4.4,8.3,4.1,4.6,3.7,4.5,6.6,1.8,3.0,25.3
72.0,35.1,9.3,19.7,6.9,13.6,4.1,4.6,2.5,3.2,5.8,1.2,2.5,25.2
62.0,33.4,8.9,16.5,7.0,11.5,5.4,6.2,7.6,8.3,4.8,1.1,2.2,25.1
82.0,37.0,9.8,18.0,8.5,14.7,4.3,5.2,8.7,12.3,2.7,0.7,2.6,25.1
75.0,37.0,7.5,16.5,6.3,13.2,7.7,8.9,4.5,6.2,5.5,1.9,2.1,23.9
75.0,35.9,8.3,18.0,5.7,11.4,4.5,5.0,5.8,6.6,3.3,1.6,2.9,23.7
82.0,37.2,8.6,19.1,7.4,15.6,5.0,6.6,2.8,4.0,2.3,1.0,2.3,23.6
79.0,34.7,8.1,18.3,5.1,10.7,3.8,4.5,3.3,3.9,5.5,1.1,2.1,23.2
77.0,34.9,8.3,17.2,5.4,10.0,3.7,4.4,2.4,3.1,3.5,1.1,2.0,23.1
78.0,36.4,8.3,18.4,7.2,14.9,5.4,6.8,3.4,4.2,10.7,2.0,4.1,23.1
80.0,35.0,8.7,18.0,6.3,12.5,3.4,3.7,2.9,3.6,3.6,0.9,2.2,23.0
80.0,35.6,8.2,15.7,7.6,13.5,5.9,7.7,7.0,8.8,5.4,1.6,2.9,22.9
74.0,34.3,8.1,18.8,6.1,13.1,4.1,4.9,5.1,5.9,2.9,0.8,2.1,22.4
60.0,37.4,7.1,15.3,3.9,7.5,5.0,6.1,4.0,4.8,7.0,1.5,2.9,22.4
78.0,34.0,8.3,17.6,4.8,9.3,2.4,2.8,3.0,3.7,2.1,0.8,1.6,22.3
78.0,35.0,7.8,18.3,5.9,13.2,4.7,5.7,2.6,3.2,3.4,0.9,3.1,22.1
73.0,34.5,7.5,15.8,5.4,10.7,5.0,5.9,4.7,5.4,3.5,1.0,1.9,21.9
61.0,34.0,7.9,15.9,7.2,14.1,5.2,6.9,6.3,8.1,4.9,0.9,2.3,21.6
66.0,33.0,6.8,15.7,5.2,11.0,5.9,6.9,4.1,4.8,6.3,1.4,3.4,21.1
68.0,33.2,6.7,14.6,4.2,8.6,4.6,5.3,3.0,3.5,6.3,1.3,2.3,20.5
75.0,29.6,7.4,15.6,5.6,10.5,3.9,4.9,3.8,5.4,2.3,0.5,2.5,20.5
73.0,33.7,7.3,15.4,5.7,11.4,4.1,5.2,3.0,3.8,5.8,1.2,2.9,20.3
31.0,25.4,6.5,13.8,5.3,10.7,6.2,7.9,5.9,7.8,2.1,0.9,3.8,20.2
50.0,33.9,7.8,16.0,6.5,12.5,3.2,4.3,4.6,6.2,2.8,1.0,1.8,20.1
74.0,34.2,7.2,15.7,5.8,12.1,3.8,4.5,5.5,6.3,4.6,0.9,2.2,19.5
79.0,35.5,7.6,16.2,6.6,13.4,3.1,3.6,3.8,5.0,1.5,0.8,1.3,19.2
60.0,31.4,6.2,14.5,3.8,8.0,4.3,4.9,8.6,11.1,1.9,0.9,2.0,19.0
47.0,37.2,6.9,15.1,4.4,8.5,2.5,3.0,3.0,3.4,3.0,0.9,1.8,18.9
30.0,33.8,6.7,14.7,5.3,11.0,3.9,4.6,5.2,6.3,2.8,1.5,2.5,18.7
59.0,29.9,6.9,15.9,6.2,13.5,3.7,4.7,3.5,4.5,3.8,1.4,2.3,18.3
63.0,33.9,5.3,11.9,3.3,6.8,5.5,6.1,4.5,5.2,2.1,0.6,1.3,18.2
67.0,34.0,6.2,14.1,5.1,10.6,4.5,5.9,6.1,7.7,3.7,1.3,2.3,18.1
61.0,31.5,6.1,12.9,4.1,7.9,3.8,4.3,4.3,5.0,9.2,2.0,2.4,18.1
65.0,32.8,6.7,14.9,5.0,10.2,3.0,3.8,5.5,7.2,1.5,0.7,1.8,18.1
64.0,32.5,7.2,15.3,7.0,14.3,3.5,4.0,2.8,3.8,4.4,0.7,2.3,18.0
78.0,31.5,6.9,15.4,5.7,11.6,2.8,3.2,2.6,3.1,6.3,0.9,3.3,17.9
1.0,24.2,5.6,12.7,3.5,7.2,5.2,5.9,2.0,2.3,3.2,1.1,2.1,18.6
0.0,25.7,4.4,11.5,2.7,5.9,4.3,4.9,2.5,3.0,2.4,0.7,1.7,14.9
72.0,32.4,6.9,14.6,6.6,13.8,3.1,3.8,4.9,7.3,1.9,0.6,1.4,17.3
66.0,32.9,6.0,13.7,4.1,8.4,3.3,4.1,2.4,3.1,3.0,1.0,2.1,17.2
49.0,31.5,5.9,12.4,4.0,7.6,3.2,4.0,2.9,3.4,4.2,1.0,1.7,16.9
59.0,27.9,6.8,11.7,6.2,9.8,2.6,3.1,6.9,9.8,4.9,0.8,2.3,16.7
55.0,33.4,6.5,14.1,4.6,9.1,1.2,1.7,4.9,6.1,2.2,1.2,1.6,16.3
15.0,31.0,5.5,13.5,2.2,4.7,2.0,2.3,2.3,2.7,2.5,0.6,1.6,16.2
48.0,31.3,6.2,13.0,4.9,9.1,2.3,2.8,4.3,5.1,1.7,0.7,1.2,16.1
67.0,33.2,6.1,13.9,4.3,8.7,1.7,2.3,3.8,4.3,2.6,1.2,1.8,15.9
43.0,30.1,6.1,14.4,4.3,9.7,1.8,2.8,2.9,3.3,4.3,0.9,2.2,15.8
33.0,30.9,6.1,13.2,4.5,8.6,2.0,2.7,5.0,6.5,2.0,0.7,1.6,15.7
60.0,28.7,5.6,13.8,3.4,7.7,2.3,3.0,3.0,3.5,4.8,1.4,2.8,15.6
61.0,32.7,6.0,13.3,4.6,9.1,1.8,2.5,3.3,3.9,7.3,1.5,2.9,15.4
82.0,32.4,4.9,11.1,3.8,8.0,4.4,5.1,3.6,4.0,7.8,1.2,2.6,15.3
77.0,34.0,5.1,12.7,3.4,7.4,3.2,3.7,5.6,6.2,5.9,1.1,2.5,15.1
78.0,28.2,5.1,11.4,2.5,5.4,2.3,2.6,2.1,2.2,1.4,0.7,1.3,15.0
56.0,31.3,5.6,11.2,3.7,6.7,1.8,2.4,2.3,3.1,2.9,1.2,1.3,14.9
79.0,30.7,6.0,12.4,4.4,8.4,1.4,1.6,5.2,6.8,0.9,0.5,1.3,14.8
56.0,30.5,6.1,12.6,4.6,8.7,1.4,1.6,5.0,6.8,1.1,0.6,1.2,15.1
23.0,31.0,5.6,12.1,3.8,7.7,1.3,1.5,5.5,6.8,0.7,0.3,1.7,14.2
19.0,29.2,5.8,13.1,4.4,8.7,1.6,2.0,2.4,3.0,2.6,1.1,2.0,14.7
23.0,30.7,5.2,11.5,3.6,7.9,2.8,3.2,3.9,4.2,3.4,1.4,2.2,14.7
55.0,28.8,6.4,13.7,6.1,12.7,1.4,2.1,8.0,10.4,2.8,1.0,1.6,14.6
30.0,27.3,5.3,11.5,3.4,6.3,2.1,2.7,2.4,2.8,2.3,0.7,1.3,14.5
50.0,27.4,5.5,13.0,4.2,9.5,2.3,2.6,1.8,2.2,5.2,0.7,2.2,14.5
33.0,24.5,4.9,11.1,3.3,6.8,3.2,3.9,3.4,3.8,5.1,1.2,2.4,14.5
81.0,31.4,5.5,10.7,5.0,9.3,3.0,3.7,5.6,7.3,1.3,0.9,1.3,14.5
59.0,31.0,6.1,12.3,5.7,10.8,1.8,2.3,3.2,5.1,1.1,1.2,0.9,14.4
0.0,21.3,5.6,10.2,5.5,9.7,3.1,4.0,4.0,6.7,0.9,0.4,1.7,14.3
54.0,26.4,5.5,12.6,4.0,8.7,1.8,2.1,6.1,6.5,1.5,0.6,0.9,14.2
0.0,23.3,5.5,11.5,3.6,6.5,1.1,1.4,1.6,1.8,3.0,0.6,1.3,14.1
5.0,24.5,5.9,13.2,5.6,11.9,1.9,2.6,5.7,8.2,1.7,0.5,1.4,14.1
81.0,33.9,5.1,7.7,5.1,7.7,3.8,5.9,8.9,12.8,1.2,0.6,1.8,14.0
68.0,32.3,5.6,11.8,4.3,8.2,1.6,2.0,5.4,6.8,5.0,0.8,1.7,14.0
76.0,31.2,5.3,11.7,4.4,9.1,2.4,2.8,5.1,6.5,1.7,1.1,1.7,14.0
79.0,32.5,5.3,12.7,3.8,8.2,1.8,2.3,3.7,4.6,2.0,0.7,1.1,14.0
72.0,32.4,4.6,10.0,2.4,4.5,2.4,3.0,5.1,5.8,2.2,1.0,1.1,13.9
75.0,33.3,4.9,12.2,2.9,6.5,2.0,2.4,2.5,3.3,2.5,1.2,1.1,13.8
54.0,25.7,4.6,10.4,2.9,5.6,2.7,3.0,3.0,3.4,1.4,0.4,1.6,13.7
54.0,26.9,4.9,11.1,3.1,6.1,2.7,3.0,3.2,3.6,1.6,0.4,1.7,14.2
0.0,23.1,4.1,9.0,2.4,4.6,2.7,2.9,2.5,3.1,0.8,0.4,1.5,12.7
19.0,28.4,4.9,11.1,3.5,7.2,2.4,3.2,3.4,4.3,3.4,0.8,1.6,13.7
0.0,29.8,4.9,11.3,3.6,7.9,2.7,3.5,3.3,4.0,3.2,1.2,1.2,13.7
72.0,29.4,4.5,10.7,1.7,3.7,1.8,2.1,3.0,4.6,0.9,0.4,0.8,13.6
81.0,29.7,6.0,11.2,5.9,11.2,1.7,4.4,9.5,13.8,1.1,1.5,1.9,13.6
74.0,29.7,5.2,8.3,5.2,8.3,3.1,5.7,8.7,12.7,1.4,0.9,2.3,13.5
73.0,34.2,4.6,11.6,2.2,5.0,2.0,2.5,3.3,3.5,2.9,1.1,1.4,13.5
80.0,32.6,5.2,10.0,3.3,5.8,1.2,1.5,5.0,6.4,1.5,1.5,0.6,13.4
64.0,30.3,5.0,10.5,3.9,7.9,2.2,2.5,1.9,2.2,4.6,1.0,1.7,13.2
73.0,28.8,5.1,10.4,4.9,9.6,2.8,3.8,6.6,8.6,3.6,0.7,2.3,13.2
60.0,25.9,4.5,10.6,1.7,3.5,1.3,1.5,1.9,2.3,1.0,0.6,0.6,13.2
52.0,26.1,4.7,10.9,3.0,6.0,2.0,2.5,4.5,5.9,1.7,0.7,1.4,13.1
40.0,27.3,5.4,12.2,3.4,6.6,2.1,2.7,4.6,5.9,1.8,0.6,1.5,14.8
12.0,24.3,3.6,8.7,2.3,5.2,2.0,2.5,4.2,5.8,1.7,0.8,1.3,10.4
24.0,25.1,4.4,10.5,2.9,6.1,2.9,3.5,3.7,4.0,2.2,0.6,1.9,13.1
67.0,31.6,4.4,10.9,2.3,4.8,2.1,2.6,5.1,6.5,1.5,1.9,2.0,12.9
42.0,29.0,4.8,10.0,2.9,5.4,1.2,1.4,2.2,2.6,2.7,1.1,1.3,12.8
5.0,27.4,4.8,10.1,3.7,6.8,2.0,2.8,4.1,4.9,3.6,1.0,2.3,12.8
58.0,29.4,5.2,11.1,4.8,9.3,1.8,2.6,3.6,4.7,6.5,1.1,2.2,12.8
36.0,26.3,4.7,11.4,3.4,7.2,2.1,2.7,5.0,6.3,2.2,0.7,2.3,12.8
72.0,28.7,4.9,10.8,4.0,7.5,2.0,2.7,3.6,5.1,1.9,0.8,1.1,12.7
55.0,27.0,4.6,11.3,2.7,6.1,1.5,1.9,3.2,3.4,1.6,0.6,1.1,12.7
81.0,31.7,5.1,7.1,5.1,7.1,2.5,5.2,10.1,13.8,1.2,0.6,1.4,12.7
39.0,25.4,4.7,9.4,3.9,7.8,2.0,2.9,6.2,7.8,2.3,0.4,1.3,12.4
1.0,26.3,4.4,10.6,3.0,6.7,2.1,2.5,1.4,1.6,2.6,0.7,1.6,12.3
29.0,27.8,4.4,9.9,2.9,5.8,1.8,2.6,1.9,2.2,2.8,0.6,1.6,12.0
80.0,25.8,4.9,8.8,4.9,8.8,2.2,2.7,6.7,9.5,0.7,0.5,1.3,12.0
80.0,34.7,4.1,10.0,1.7,3.0,1.2,1.6,5.1,5.7,2.2,1.8,0.9,11.7
16.0,26.1,4.3,10.7,2.7,6.0,1.6,2.1,3.7,4.5,2.2,0.6,1.0,11.7
0.0,22.5,4.8,9.0,4.8,8.9,2.2,3.0,4.5,6.6,2.3,1.1,1.7,11.7
80.0,29.9,4.7,8.2,4.7,8.2,2.0,3.2,4.2,7.7,1.1,1.1,1.8,11.3
76.0,30.2,3.9,9.3,2.3,4.6,1.7,2.0,5.4,6.6,1.4,0.8,0.8,11.2
75.0,32.9,3.5,8.7,2.7,6.1,3.4,3.8,3.2,4.1,9.1,1.7,2.6,11.1
44.0,25.9,4.1,9.4,2.8,5.7,1.4,1.7,2.1,2.3,5.6,0.5,2.2,11.0
40.0,29.3,4.9,11.3,3.3,6.8,1.7,2.1,2.2,2.6,6.9,0.6,2.5,13.1
4.0,20.3,2.8,6.1,1.9,3.9,0.9,1.0,1.8,1.9,3.6,0.3,1.7,7.5
24.0,25.1,4.2,9.6,2.4,4.6,0.8,1.0,2.4,2.6,1.1,1.1,0.9,11.0
0.0,22.4,3.9,8.9,2.1,4.1,0.8,0.9,2.3,2.6,0.8,1.0,0.6,10.4
24.0,31.2,4.8,11.1,2.9,5.5,1.0,1.1,2.7,2.8,1.8,1.4,1.5,12.5
1.0,23.7,3.7,10.7,3.0,9.0,3.0,3.3,3.0,4.0,4.3,0.0,3.0,11.0
64.0,26.9,4.0,9.9,2.8,6.2,1.6,2.3,2.5,3.2,2.4,1.2,1.7,11.0
5.0,21.1,3.9,9.7,3.0,7.1,2.4,2.9,1.7,2.2,2.4,0.5,1.6,11.0
41.0,25.6,3.8,10.0,2.8,6.8,2.4,3.0,2.7,3.2,3.9,0.7,2.2,11.0
74.0,30.2,4.9,9.3,4.3,7.7,0.6,1.2,4.3,6.1,1.6,1.5,1.3,11.0
6.0,22.0,4.1,9.8,2.5,5.6,1.3,1.5,2.1,2.4,5.5,0.4,1.8,10.9
15.0,34.7,4.4,12.5,4.1,10.6,1.6,2.6,3.9,5.2,3.7,1.4,1.8,10.9
71.0,25.5,4.7,9.1,4.6,8.9,1.4,2.0,4.2,6.2,0.9,0.5,1.3,10.8
55.0,27.3,5.0,9.6,5.0,9.4,1.5,2.2,4.8,6.9,1.1,0.5,1.4,11.6
16.0,21.2,3.9,7.8,3.8,7.7,1.2,1.7,2.8,4.5,0.6,0.6,1.2,9.0
12.0,23.5,4.3,9.1,3.9,7.7,1.9,3.1,4.5,5.7,1.1,0.7,0.9,10.8
12.0,24.8,4.5,9.6,4.2,8.1,2.0,3.3,4.7,5.9,1.2,0.8,0.9,11.5
82.0,31.2,4.8,8.2,4.8,8.2,1.3,1.9,7.5,10.4,1.5,0.5,1.5,10.8
74.0,31.9,4.2,9.1,2.8,5.6,1.1,1.3,2.7,3.4,2.3,1.1,0.9,10.8
7.0,28.5,3.8,8.2,2.1,4.4,1.3,1.6,2.6,2.9,1.2,0.7,0.8,10.7
29.0,23.4,3.7,8.5,1.5,3.1,1.1,1.2,2.6,3.0,0.6,0.6,0.5,10.7
1.0,26.2,4.2,9.0,3.2,5.8,1.3,1.7,3.0,4.8,0.8,0.5,0.5,10.7
55.0,23.0,4.0,9.4,2.2,4.7,0.8,0.9,2.9,3.3,1.5,0.5,1.2,10.6
37.0,20.4,3.2,8.3,1.7,4.0,0.5,0.6,2.6,2.9,1.4,0.3,0.8,8.6
18.0,29.1,5.7,11.8,3.3,6.3,1.4,1.7,3.5,4.1,1.8,0.8,2.1,15.1
15.0,24.0,3.7,8.9,1.8,3.5,1.4,1.8,4.6,5.5,1.1,0.8,1.1,10.6
24.0,30.4,3.4,9.5,2.2,5.3,2.6,3.2,2.9,3.9,4.6,1.6,2.0,10.6
0.0,24.0,3.6,8.3,2.2,4.5,2.0,2.3,2.2,2.4,2.0,0.6,0.9,10.5
13.0,24.2,3.7,9.0,1.3,2.6,0.6,0.7,1.8,2.1,1.1,0.6,0.5,10.5
64.0,26.5,4.1,7.7,4.1,7.6,2.1,3.7,5.4,7.5,3.5,0.9,1.7,10.4
54.0,28.1,4.4,8.2,4.4,8.1,2.4,4.1,5.8,8.0,4.0,0.9,1.6,11.1
10.0,23.4,3.7,6.7,3.7,6.7,1.7,2.8,4.6,6.4,2.6,0.7,1.7,9.1
81.0,28.0,4.7,9.6,4.7,9.5,0.9,1.3,3.4,6.4,1.0,0.2,1.1,10.4
6.0,19.7,3.8,9.3,2.7,6.3,1.7,2.3,3.1,3.4,3.1,0.9,1.5,10.3
0.0,18.2,3.5,8.7,2.7,6.0,1.7,2.2,3.1,3.3,3.5,0.9,1.5,9.5
6.0,22.4,4.2,10.2,2.7,6.8,1.7,2.4,3.1,3.6,2.4,0.9,1.6,11.6
58.0,27.8,4.1,7.1,4.1,7.1,2.1,3.2,4.4,6.5,1.6,1.0,1.0,10.3
48.0,21.4,4.2,8.2,4.2,8.2,1.8,3.2,4.8,7.2,1.9,0.8,2.2,10.2
19.0,29.2,6.0,11.8,6.0,11.8,3.2,4.9,7.1,10.4,3.2,1.3,3.1,15.2
